,codecommune,nomcommune
19383,53235,SAINTE-MARIE-DU-BOIS
19384,53236,SAINT-MARS-DU-DÉSERT
19385,53237,SAINT-MARS-SUR-COLMONT
19386,53238,SAINT-MARS-SUR-LA-FUTAIE
19387,53240,SAINT-MARTIN-DU-LIMET
19388,53242,SAINT-MICHEL-DE-LA-ROÃ
19389,53243,SAINT-OUÃN-DES-TOITS
19390,53245,SAINT-PIERRE-DES-LANDES
19391,53246,SAINT-PIERRE-DES-NIDS
19392,53247,SAINT-PIERRE-LA-COUR
19393,53248,SAINT-PIERRE-SUR-ERVE
19394,53249,VIMARTIN-SUR-ORTHE
19395,53250,SAINT-POIX
19396,53251,SAINT-QUENTIN-LES-ANGES
19397,53253,SAINT-SATURNIN-DU-LIMET
19398,53255,SAINTE-SUZANNE ET CHAMMES
19399,53256,SAINT-THOMAS-DE-COURCERIERS
19400,53257,SAULGES
19401,53258,LA SELLE-CRAONNAISE
19402,53259,SENONNES
19403,53260,SIMPLÉ
19404,53261,SOUCÉ
19405,53262,SOULGÉ-SUR-OUETTE
19406,53263,THUBOEUF
19407,53264,THORIGNÉ-EN-CHARNIE
19408,53265,TORCÉ-VIVIERS-EN-CHARNIE
19409,53266,TRANS
19410,53267,VAIGES
19411,53269,VAUTORTE
19412,53270,VIEUVY
19413,53271,VILLAINES-LA-JUHEL
19414,53272,VILLEPAIL
19415,53273,VILLIERS-CHARLEMAGNE
19416,53276,VOUTRÉ
19417,54001,ABAUCOURT
19418,54002,ABBÉVILLE-LÈS-CONFLANS
19419,54003,ABONCOURT
19420,54004,AFFLÉVILLE
19421,54005,AFFRACOURT
19422,54006,AGINCOURT
19423,54007,AINGERAY
19424,54008,ALLAIN
19425,54009,ALLAMONT
19426,54010,ALLAMPS
19427,54011,ALLONDRELLE-LA-MALMAISON
19428,54012,AMANCE
19429,54013,AMENONCOURT
19430,54014,ANCERVILLER
19431,54015,ANDERNY
19432,54016,ANDILLY
19433,54017,ANGOMONT
19434,54018,ANOUX
19435,54019,ANSAUVILLE
19436,54020,ANTHELUPT
19437,54021,ARMAUCOURT
19438,54022,ARNAVILLE
19439,54023,ARRACOURT
19440,54024,ARRAYE-ET-HAN
19441,54025,ART-SUR-MEURTHE
19442,54026,ATHIENVILLE
19443,54027,ATTON
19444,54028,AUBOUÉ
19445,54029,AUDUN-LE-ROMAN
19446,54030,AUTREPIERRE
19447,54031,AUTREVILLE-SUR-MOSELLE
19448,54032,AUTREY-SUR-MADON
19449,54033,AVILLERS
19450,54034,AVRAINVILLE
19451,54035,AVRICOURT
19452,54036,AVRIL
19453,54037,AZELOT
19454,54038,AZERAILLES
19455,54039,BACCARAT
19456,54040,BADONVILLER
19457,54041,BAGNEUX
19458,54042,BAINVILLE-AUX-MIROIRS
19459,54043,BAINVILLE-SUR-MADON
19460,54044,BARBAS
19461,54045,BARBONVILLE
19462,54046,BARISEY-AU-PLAIN
19463,54047,BARISEY-LA-CÔTE
19464,54048,BAROCHES (LES)
19465,54049,BASLIEUX
19466,54050,BATHELÉMONT
19467,54051,BATILLY
19468,54052,BATTIGNY
19469,54053,BAUZEMONT
19470,54054,BAYON
19471,54055,BAYONVILLE-SUR-MAD
19472,54056,BAZAILLES
19473,54057,BEAUMONT
19474,54058,BÉCHAMPS
19475,54059,BELLEAU
19476,54060,BELLEVILLE
19477,54061,BÉNAMÉNIL
19478,54062,BENNEY
19479,54063,BERNÉCOURT
19480,54064,BERTRAMBOIS
19481,54065,BERTRICHAMPS
19482,54066,BETTAINVILLERS
19483,54067,BEUVEILLE
19484,54068,BEUVEZIN
19485,54069,BEUVILLERS
19486,54070,BEY-SUR-SEILLE
19487,54071,BEZANGE-LA-GRANDE
19488,54072,BEZAUMONT
19489,54073,BICQUELEY
19490,54074,BIENVILLE-LA-PETITE
19491,54075,BIONVILLE
19492,54076,BLAINVILLE-SUR-L'EAU
19493,54077,BLÂMONT
19494,54078,BLÉMEREY
19495,54079,BLÉNOD-LÈS-PONT-À-MOUSSON
19496,54080,BLÉNOD-LÈS-TOUL
19497,54081,BOISMONT
19498,54082,BONCOURT
19499,54083,BONVILLER
19500,54084,BONVILLERS (MONT)
19501,54085,BORVILLE
19502,54086,BOUCQ
19503,54087,BOUILLONVILLE
19504,54088,BOUVRON
19505,54089,BOUXIÈRES-AUX-CHÊNES
19506,54090,BOUXIÈRES-AUX-DAMES
19507,54091,BOUXIÈRES-SOUS-FROIDMONT
19508,54092,BOUZANVILLE
19509,54093,BRAINVILLE
19510,54094,BRALLEVILLE
19511,54095,BRATTE
19512,54096,BRÉHAIN-LA-VILLE
19513,54097,BRÉMÉNIL
19514,54098,BRÉMONCOURT
19515,54099,VAL DE BRIEY
19516,54100,BRIN-SUR-SEILLE
19517,54101,BROUVILLE
19518,54102,BRULEY
19519,54103,BRUVILLE
19520,54104,BUISSONCOURT
19521,54105,BULLIGNY
19522,54106,BURES
19523,54107,BURIVILLE
19524,54108,BURTHECOURT-AUX-CHÊNES
19525,54109,CEINTREY
19526,54110,CERVILLE
19527,54111,CHALIGNY
19528,54112,CHAMBLEY-BUSSIÈRES
19529,54113,CHAMPENOUX
19530,54114,CHAMPEY-SUR-MOSELLE
19531,54115,CHAMPIGNEULLES
19532,54116,CHANTEHEUX
19533,54117,CHAOUILLEY
19534,54118,CHARENCY-VEZIN
19535,54119,CHAREY
19536,54120,CHARMES-LA-CÔTE
19537,54121,CHARMOIS
19538,54122,CHAUDENEY-SUR-MOSELLE
19539,54123,CHAVIGNY
19540,54124,CHAZELLES-SUR-ALBE
19541,54125,CHENEVIÈRES
19542,54126,CHENICOURT
19543,54127,CHENIÈRES
19544,54128,CHOLOY-MÉNILLOT
19545,54129,CIREY-SUR-VEZOUZE
19546,54130,CLAYEURES
19547,54131,CLÉMERY
19548,54132,CLÉREY-SUR-BRENON
19549,54133,COINCOURT
19550,54134,COLMEY
19551,54135,COLOMBEY-LES-BELLES
19552,54136,CONFLANS-EN-JARNISY
19553,54137,CONS-LA-GRANDVILLE
19554,54138,COSNES-ET-ROMAIN
19555,54139,COURBESSEAUX
19556,54140,COURCELLES
19557,54141,COYVILLER
19558,54142,CRANTENOY
19559,54143,CRÉPEY
19560,54144,CRÉVÉCHAMPS
19561,54145,CRÉVIC
19562,54146,CRÉZILLES
19563,54147,CRION
19564,54148,CROISMARE
19565,54149,CRUSNES
19566,54150,CUSTINES
19567,54151,CUTRY
19568,54152,DAMELEVIÈRES
19569,54153,DAMPVITOUX
19570,54154,DENEUVRE
19571,54155,DEUXVILLE
19572,54156,DIARVILLE
19573,54157,DIEULOUARD
19574,54158,DOLCOURT
19575,54159,DOMBASLE-SUR-MEURTHE
19576,54160,DOMÈVRE-EN-HAYE
19577,54161,DOMÈVRE-SUR-VEZOUZE
19578,54162,DOMGERMAIN
19579,54163,DOMJEVIN
19580,54164,DOMMARIE-EULMONT
19581,54165,DOMMARTEMONT
19582,54166,DOMMARTIN-LA-CHAUSSÉE
19583,54167,DOMMARTIN-LÈS-TOUL
19584,54168,DOMMARTIN-SOUS-AMANCE
19585,54169,DOMPRIX
19586,54170,DOMPTAIL-EN-L'AIR
19587,54171,DONCOURT-LÈS-CONFLANS
19588,54172,DONCOURT-LÈS-LONGUYON
19589,54173,DROUVILLE
19590,54174,ECROUVES
19591,54175,EINVAUX
19592,54176,EINVILLE-AU-JARD
19593,54177,EMBERMÉNIL
19594,54178,EPIEZ-SUR-CHIERS
19595,54179,EPLY
19596,54180,ERBÉVILLER-SUR-AMEZULE
19597,54181,ERROUVILLE
19598,54182,ESSEY-ET-MAIZERAIS
19599,54183,ESSEY-LA-CÔTE
19600,54184,ESSEY-LÈS-NANCY
19601,54185,ETREVAL
19602,54186,EULMONT
19603,54187,EUVEZIN
19604,54188,FAULX
19605,54189,FAVIÈRES
19606,54190,FÉCOCOURT
19607,54191,FENNEVILLER
19608,54192,FERRIÈRES
19609,54193,FEY-EN-HAYE
19610,54194,FILLIÈRES
19611,54195,FLAINVAL
19612,54196,FLAVIGNY-SUR-MOSELLE
19613,54197,FLÉVILLE-DEVANT-NANCY
19614,54198,FLÉVILLE-LIXIÈRES
19615,54199,FLIN
19616,54200,FLIREY
19617,54201,FONTENOY-LA-JOÃTE
19618,54202,FONTENOY-SUR-MOSELLE
19619,54203,FORCELLES-SAINT-GORGON
19620,54204,FORCELLES-SOUS-GUGNEY
19621,54205,FOUG
19622,54206,FRAIMBOIS
19623,54207,FRAISNES-EN-SAINTOIS
19624,54208,FRANCHEVILLE
19625,54209,FRANCONVILLE
19626,54210,FRÉMÉNIL
19627,54211,FRÉMONVILLE
19628,54212,FRESNOIS-LA-MONTAGNE
19629,54213,FRIAUVILLE
19630,54214,FROLOIS
19631,54215,FROUARD
19632,54216,FROVILLE
19633,54217,GÉLACOURT
19634,54218,GÉLAUCOURT
19635,54219,GELLENONCOURT
19636,54220,GÉMONVILLE
19637,54221,GERBÉCOURT-ET-HAPLEMONT
19638,54222,GERBÉVILLER
19639,54223,GERMINY
19640,54224,GERMONVILLE
19641,54225,GÉZONCOURT
19642,54226,GIBEAUMEIX
19643,54227,GIRAUMONT
19644,54228,GIRIVILLER
19645,54229,GLONVILLE
19646,54230,GOGNEY
19647,54231,GONDRECOURT-AIX
19648,54232,GONDREVILLE
19649,54233,GONDREXON
19650,54234,GORCY
19651,54235,GOVILLER
19652,54236,GRAND-FAILLY
19653,54237,GRIMONVILLER
19654,54238,GRIPPORT
19655,54239,GRISCOURT
19656,54240,GROSROUVRES
19657,54241,GUGNEY
19658,54242,GYE
19659,54243,HABLAINVILLE
19660,54244,HAGÉVILLE
19661,54245,HAIGNEVILLE
19662,54246,HALLOVILLE
19663,54247,HAMMEVILLE
19664,54248,HAMONVILLE
19665,54249,HANNONVILLE-SUZÉMONT
19666,54250,HARAUCOURT
19667,54251,HARBOUEY
19668,54252,HAROUÉ
19669,54253,HATRIZE
19670,54254,HAUCOURT-MOULAINE
19671,54255,HAUDONVILLE
19672,54256,HAUSSONVILLE
19673,54257,HEILLECOURT
19674,54258,HÉNAMÉNIL
19675,54259,HERBÉVILLER
19676,54260,HÉRIMÉNIL
19677,54261,HERSERANGE
19678,54262,HOÉVILLE
19679,54263,HOMÉCOURT
19680,54264,HOUDELMONT
19681,54265,HOUDEMONT
19682,54266,HOUDREVILLE
19683,54268,HOUSSÉVILLE
19684,54269,HUDIVILLER
19685,54270,HUSSIGNY-GODBRANGE
19686,54271,IGNEY
19687,54272,JAILLON
19688,54273,JARNY
19689,54274,JARVILLE-LA-MALGRANGE
19690,54275,JAULNY
19691,54276,JEANDELAINCOURT
19692,54277,JEANDELIZE
19693,54278,JEVONCOURT
19694,54279,JEZAINVILLE
19695,54280,JOEUF
19696,54281,JOLIVET
19697,54282,JOPPÉCOURT
19698,54283,JOUAVILLE
19699,54284,JOUDREVILLE
19700,54285,JUVRECOURT
19701,54286,LABRY
19702,54287,LACHAPELLE
19703,54288,LAGNEY
19704,54289,LAÃTRE-SOUS-AMANCE
19705,54290,LAIX
19706,54291,LALOEUF
19707,54292,LAMATH
19708,54293,LANDÉCOURT
19709,54294,LANDREMONT
19710,54295,LANDRES
19711,54296,LANEUVELOTTE
19712,54297,LANEUVEVILLE-AUX-BOIS
19713,54298,LANEUVEVILLE-DERRIÈRE-FOUG
19714,54299,LANEUVEVILLE-DEVANT-BAYON
19715,54300,LANEUVEVILLE-DEVANT-NANCY
19716,54301,LANFROICOURT
19717,54302,LANTÉFONTAINE
19718,54303,LARONXE
19719,54304,LAXOU
19720,54305,LAY-SAINT-CHRISTOPHE
19721,54306,LAY-SAINT-REMY
19722,54307,LEBEUVILLE
19723,54308,LEINTREY
19724,54309,LEMAINVILLE
19725,54310,LEMÉNIL-MITRY
19726,54311,LENONCOURT
19727,54312,LESMÉNILS
19728,54313,LÉTRICOURT
19729,54314,LEXY
19730,54315,LEYR
19731,54316,LIMEY-REMENAUVILLE
19732,54317,LIRONVILLE
19733,54318,LIVERDUN
19734,54320,LOISY
19735,54321,LONGLAVILLE
19736,54322,LONGUYON
19737,54323,LONGWY
19738,54324,LOREY
19739,54325,LOROMONTZEY
19740,54326,LUBEY
19741,54327,LUCEY
19742,54328,LUDRES
19743,54329,LUNÉVILLE
19744,54330,LUPCOURT
19745,54331,MAGNIÈRES
19746,54332,MAIDIÈRES
19747,54333,MAILLY-SUR-SEILLE
19748,54334,MAIRY-MAINVILLE
19749,54335,MAIXE
19750,54336,MAIZIÈRES
19751,54337,MALAVILLERS
19752,54338,MALLELOY
19753,54339,MALZÉVILLE
19754,54340,MAMEY
19755,54343,MANDRES-AUX-QUATRE-TOURS
19756,54344,MANGONVILLE
19757,54345,MANONCOURT-EN-VERMOIS
19758,54346,MANONCOURT-EN-WOÃVRE
19759,54348,MANONVILLE
19760,54349,MANONVILLER
19761,54350,MARAINVILLER
19762,54351,MARBACHE
19763,54352,MARON
19764,54353,MARS-LA-TOUR
19765,54354,MARTHEMONT
19766,54355,MARTINCOURT
19767,54356,MATTEXEY
19768,54357,MAXÉVILLE
19769,54358,MAZERULLES
19770,54359,MÉHONCOURT
19771,54360,MÉNIL-LA-TOUR
19772,54362,MERCY-LE-BAS
19773,54363,MERCY-LE-HAUT
19774,54364,MÉRÉVILLE
19775,54365,MERVILLER
19776,54366,MESSEIN
19777,54367,MEXY
19778,54368,MIGNÉVILLE
19779,54369,MILLERY
19780,54370,MINORVILLE
19781,54371,MOINEVILLE
19782,54372,MOIVRONS
19783,54373,MONCEL-LÈS-LUNÉVILLE
19784,54374,MONCEL-SUR-SEILLE
19785,54375,MONTAUVILLE
19786,54376,MONTENOY
19787,54377,MONTIGNY
19788,54378,MONTIGNY-SUR-CHIERS
19789,54379,MONT-L'ETROIT
19790,54380,MONT-LE-VIGNOBLE
19791,54381,MONTREUX
19792,54382,MONT-SAINT-MARTIN
19793,54383,MONT-SUR-MEURTHE
19794,54385,MORFONTAINE
19795,54386,MORIVILLER
19796,54387,MORVILLE-SUR-SEILLE
19797,54388,MOUACOURT
19798,54389,MOUAVILLE
19799,54390,MOUSSON
19800,54391,MOUTIERS
19801,54392,MOUTROT
19802,54393,MOYEN
19803,54394,MURVILLE
19804,54395,NANCY
19805,54396,NEUFMAISONS
19806,54397,NEUVES-MAISONS
19807,54398,NEUVILLER-LÈS-BADONVILLER
19808,54399,NEUVILLER-SUR-MOSELLE
19809,54400,NOMENY
19810,54401,NONHIGNY
19811,54402,NORROY-LE-SEC
19812,54403,NORROY-LÈS-PONT-À-MOUSSON
19813,54404,NOVIANT-AUX-PRÉS
19814,54405,OCHEY
19815,54406,OGÉVILLER
19816,54407,OGNÉVILLE
19817,54408,OLLEY
19818,54409,OMELMONT
19819,54410,ONVILLE
19820,54411,ORMES-ET-VILLE
19821,54412,OTHE
19822,54413,OZERAILLES
19823,54414,PAGNEY-DERRIÈRE-BARINE
19824,54415,PAGNY-SUR-MOSELLE
19825,54416,PANNES
19826,54417,PAREY-SAINT-CÉSAIRE
19827,54418,PARROY
19828,54419,PARUX
19829,54420,PETIT-FAILLY
19830,54421,PETITMONT
19831,54422,PETTONVILLE
19832,54423,PEXONNE
19833,54424,PHLIN
19834,54425,PIENNES
19835,54426,PIERRE-LA-TREICHE
19836,54427,PIERRE-PERCÉE
19837,54428,PIERREPONT
19838,54429,PIERREVILLE
19839,54430,POMPEY
19840,54431,PONT-À-MOUSSON
19841,54432,PONT-SAINT-VINCENT
19842,54433,PORT-SUR-SEILLE
19843,54434,PRAYE
19844,54435,PRÉNY
19845,54436,PREUTIN-HIGNY
19846,54437,PULLIGNY
19847,54438,PULNEY
19848,54439,PULNOY
19849,54440,PUXE
19850,54441,PUXIEUX
19851,54442,QUEVILLONCOURT
19852,54443,RAON-LÈS-LEAU
19853,54444,RAUCOURT
19854,54445,RAVILLE-SUR-SÂNON
19855,54446,RÉCHICOURT-LA-PETITE
19856,54447,RÉCLONVILLE
19857,54449,REHAINVILLER
19858,54450,REHERREY
19859,54451,RÉHON
19860,54452,REILLON
19861,54453,REMBERCOURT-SUR-MAD
19862,54455,REMENOVILLE
19863,54456,RÉMÉRÉVILLE
19864,54457,REMONCOURT
19865,54458,REPAIX
19866,54459,RICHARDMÉNIL
19867,54460,ROGÉVILLE
19868,54461,ROMAIN
19869,54462,ROSIÈRES-AUX-SALINES
19870,54463,ROSIÈRES-EN-HAYE
19871,54464,ROUVES
19872,54465,ROVILLE-DEVANT-BAYON
19873,54466,ROYAUMEIX
19874,54467,ROZELIEURES
19875,54468,SAFFAIS
19876,54469,SAINT-AIL
19877,54470,SAINT-BAUSSANT
19878,54471,SAINT-BOINGT
19879,54472,SAINT-CLÉMENT
19880,54473,SAINT-FIRMIN
19881,54474,SAINTE-GENEVIÈVE
19882,54475,SAINT-GERMAIN
19883,54476,SAINT-JEAN-LÈS-LONGUYON
19884,54477,SAINT-JULIEN-LÈS-GORZE
19885,54478,SAINT-MARCEL
19886,54479,SAINT-MARD
19887,54480,SAINT-MARTIN
19888,54481,SAINT-MAURICE-AUX-FORGES
19889,54482,SAINT-MAX
19890,54483,SAINT-NICOLAS-DE-PORT
19891,54484,SAINTE-PÔLE
19892,54485,SAINT-PANCRÉ
19893,54486,SAINT-REMIMONT
19894,54487,SAINT-RÉMY-AUX-BOIS
19895,54488,SAINT-SAUVEUR
19896,54489,SAINT-SUPPLET
19897,54490,SAIZERAIS
19898,54491,SANCY
19899,54492,SANZEY
19900,54493,SAULNES
19901,54494,SAULXEROTTE
19902,54495,SAULXURES-LÈS-NANCY
19903,54496,SAULXURES-LÈS-VANNES
19904,54497,SAXON-SION
19905,54498,SEICHAMPS
19906,54499,SEICHEPREY
19907,54500,SELAINCOURT
19908,54501,SERANVILLE
19909,54502,SERRES
19910,54504,SERROUVILLE
19911,54505,SEXEY-AUX-FORGES
19912,54507,SIONVILLER
19913,54508,SIVRY
19914,54509,SOMMERVILLER
19915,54510,SORNÉVILLE
19916,54511,SPONVILLE
19917,54512,TANCONVILLE
19918,54513,TANTONVILLE
19919,54514,TELLANCOURT
19920,54515,THÉLOD
19921,54516,THEY-SOUS-VAUDEMONT
19922,54517,THÉZEY-SAINT-MARTIN
19923,54518,THIAUCOURT-REGNIÉVILLE
19924,54519,THIAVILLE-SUR-MEURTHE
19925,54520,THIÉBAUMÉNIL
19926,54521,THIL
19927,54522,THOREY-LYAUTEY
19928,54523,THUILLEY-AUX-GROSEILLES
19929,54524,THUMERÉVILLE
19930,54525,TIERCELET
19931,54526,TOMBLAINE
19932,54527,TONNOY
19933,54528,TOUL
19934,54529,TRAMONT-EMY
19935,54530,TRAMONT-LASSUS
19936,54531,TRAMONT-SAINT-ANDRÉ
19937,54532,TREMBLECOURT
19938,54533,TRIEUX
19939,54534,TRONDES
19940,54535,TRONVILLE
19941,54536,TUCQUEGNIEUX
19942,54537,UGNY
19943,54538,URUFFE
19944,54539,VACQUEVILLE
19945,54540,VAL-ET-CHÂTILLON
19946,54541,VALHEY
19947,54542,VALLEROY
19948,54543,VALLOIS
19949,54544,VANDELAINVILLE
19950,54545,VANDELÉVILLE
19951,54546,VANDIÈRES
19952,54547,VANDOEUVRE-LÈS-NANCY
19953,54548,VANNES-LE-CHÂTEL
19954,54549,VARANGÉVILLE
19955,54550,VATHIMÉNIL
19956,54551,VAUCOURT
19957,54552,VAUDÉMONT
19958,54553,VAUDEVILLE
19959,54554,VAUDIGNY
19960,54555,VAXAINVILLE
19961,54556,VÉHO
19962,54557,BOIS-DE-HAYE
19963,54558,VELAINE-SOUS-AMANCE
19964,54559,VELLE-SUR-MOSELLE
19965,54560,VENEY
19966,54561,VENNEZEY
19967,54562,VERDENAL
19968,54563,VÉZELISE
19969,54564,VIÉVILLE-EN-HAYE
19970,54565,VIGNEULLES
19971,54566,VILCEY-SUR-TREY
19972,54567,VILLACOURT
19973,54568,VILLE-AU-MONTOIS
19974,54569,VILLE-AU-VAL
19975,54570,VILLECEY-SUR-MAD
19976,54571,VILLE-EN-VERMOIS
19977,54572,VILLE-HOUDLÉMONT
19978,54573,VILLERS-EN-HAYE
19979,54574,VILLERS-LA-CHÈVRE
19980,54575,VILLERS-LA-MONTAGNE
19981,54576,VILLERS-LE-ROND
19982,54577,VILLERS-LÈS-MOIVRONS
19983,54578,VILLERS-LÈS-NANCY
19984,54579,VILLERS-SOUS-PRÉNY
19985,54580,VILLERUPT
19986,54581,VILLE-SUR-YRON
19987,54582,VILLETTE
19988,54583,VILLEY-LE-SEC
19989,54584,VILLEY-SAINT-ETIENNE
19990,54585,VIRECOURT
19991,54586,VITERNE
19992,54587,VITREY
19993,54588,VITRIMONT
19994,54589,VITTONVILLE
19995,54590,VIVIERS-SUR-CHIERS
19996,54591,VOINÉMONT
19997,54592,VRONCOURT
19998,54593,WAVILLE
19999,54594,XAMMES
20000,54595,XERMAMÉNIL
20001,54596,XEUILLEY
20002,54597,XIROCOURT
20003,54598,XIVRY-CIRCOURT
20004,54599,XONVILLE
20005,54600,XOUSSE
20006,54601,XURES
20007,54602,HAN-DEVANT-PIERREPONT
20008,55001,ABAINVILLE
20009,55002,ABAUCOURT-HAUTECOURT
20010,55004,AINCREVILLE
20011,55005,AMANTY
20012,55007,AMBLY-SUR-MEUSE
20013,55008,AMEL-SUR-L'ETANG
20014,55009,ANCEMONT
20015,55010,ANCERVILLE
20016,55011,ANDERNAY
20017,55012,APREMONT-LA-FORÊT
20018,55013,ARRANCY-SUR-CRUSNE
20019,55014,AUBRÉVILLE
20020,55015,AULNOIS-EN-PERTHOIS
20021,55017,AUTRÉCOURT-SUR-AIRE
20022,55018,AUTRÉVILLE-SAINT-LAMBERT
20023,55021,AVILLERS-SAINTE-CROIX
20024,55022,AVIOTH
20025,55023,AVOCOURT
20026,55024,AZANNES-ET-SOUMAZANNES
20027,55025,BAÂLON
20028,55026,BADONVILLIERS-GÉRAUVILLIERS
20029,55027,BANNONCOURT
20030,55028,BANTHEVILLE
20031,55029,BAR-LE-DUC
20032,55031,BAUDONVILLIERS
20033,55032,BAUDRÉMONT
20034,55033,BAULNY
20035,55034,BAZEILLES-SUR-OTHAIN
20036,55035,BAZINCOURT-SUR-SAULX
20037,55036,BEAUCLAIR
20038,55037,BEAUFORT-EN-ARGONNE
20039,55038,BEAULIEU-EN-ARGONNE
20040,55040,BEAUSITE
20041,55041,BEHONNE
20042,55042,BELLERAY
20043,55043,BELLEVILLE-SUR-MEUSE
20044,55044,BELRAIN
20045,55045,BELRUPT-EN-VERDUNOIS
20046,55046,BENEY-EN-WOÃVRE
20047,55047,BÉTHELAINVILLE
20048,55048,BÉTHINCOURT
20049,55049,BEUREY-SUR-SAULX
20050,55051,BIENCOURT-SUR-ORGE
20051,55053,BILLY-SOUS-MANGIENNES
20052,55054,BISLÉE
20053,55055,BLANZÉE
20054,55057,BOINVILLE-EN-WOÃVRE
20055,55058,BONCOURT-SUR-MEUSE
20056,55059,BONNET
20057,55060,BONZÉE
20058,55061,LE BOUCHON-SUR-SAULX
20059,55062,BOUCONVILLE-SUR-MADT
20060,55063,BOULIGNY
20061,55064,BOUQUEMONT
20062,55065,BOUREUILLES
20063,55066,BOVÉE-SUR-BARBOURE
20064,55067,BOVIOLLES
20065,55068,BRABANT-EN-ARGONNE
20066,55069,BRABANT-LE-ROI
20067,55070,BRABANT-SUR-MEUSE
20068,55071,BRANDEVILLE
20069,55072,BRAQUIS
20070,55073,BRAS-SUR-MEUSE
20071,55075,BRAUVILLIERS
20072,55076,BRÉHÉVILLE
20073,55077,BREUX
20074,55078,BRIEULLES-SUR-MEUSE
20075,55079,BRILLON-EN-BARROIS
20076,55080,BRIXEY-AUX-CHANOINES
20077,55081,BRIZEAUX
20078,55082,BROCOURT-EN-ARGONNE
20079,55083,BROUENNES
20080,55084,BROUSSEY-EN-BLOIS
20081,55085,BROUSSEY-RAULECOURT
20082,55087,BURE
20083,55088,BUREY-EN-VAUX
20084,55089,BUREY-LA-CÔTE
20085,55093,BUXIÈRES-SOUS-LES-CÔTES
20086,55094,BUZY-DARMONT
20087,55095,CESSE
20088,55096,CHAILLON
20089,55097,CHALAINES
20090,55099,CHAMPNEUVILLE
20091,55100,CHAMPOUGNY
20092,55101,CHARDOGNE
20093,55102,CHARNY-SUR-MEUSE
20094,55103,CHARPENTRY
20095,55104,CHASSEY-BEAUPRÉ
20096,55105,CHÂTILLON-SOUS-LES-CÔTES
20097,55106,CHATTANCOURT
20098,55107,CHAUMONT-DEVANT-DAMVILLERS
20099,55108,CHAUMONT-SUR-AIRE
20100,55109,CHAUVENCY-LE-CHÂTEAU
20101,55110,CHAUVENCY-SAINT-HUBERT
20102,55111,CHAUVONCOURT
20103,55113,CHEPPY
20104,55114,CHONVILLE-MALAUMONT
20105,55115,CIERGES-SOUS-MONTFAUCON
20106,55116,LE CLAON
20107,55117,CLERMONT-EN-ARGONNE
20108,55118,CLÉRY-GRAND
20109,55119,CLÉRY-PETIT
20110,55120,COMBLES-EN-BARROIS
20111,55121,COMBRES-SOUS-LES-CÔTES
20112,55122,COMMERCY
20113,55123,LES HAUTS-DE-CHÉE
20114,55124,CONSENVOYE
20115,55125,CONTRISSON
20116,55127,COURCELLES-EN-BARROIS
20117,55128,COURCELLES-SUR-AIRE
20118,55129,COUROUVRE
20119,55132,COUSANCES-LES-FORGES
20120,55133,COUVERTPUIS
20121,55134,COUVONGES
20122,55137,CUISY
20123,55138,CULEY
20124,55140,CUNEL
20125,55141,DAGONVILLE
20126,55142,DAINVILLE-BERTHELÉVILLE
20127,55143,DAMLOUP
20128,55144,DAMMARIE-SUR-SAULX
20129,55145,DAMVILLERS
20130,55146,DANNEVOUX
20131,55148,DELOUZE-ROSIÈRES
20132,55149,DELUT
20133,55150,DEMANGE-BAUDIGNÉCOURT
20134,55153,DIEPPE-SOUS-DOUAUMONT
20135,55154,DIEUE-SUR-MEUSE
20136,55155,DOMBASLE-EN-ARGONNE
20137,55156,DOMBRAS
20138,55157,DOMMARTIN-LA-MONTAGNE
20139,55158,DOMMARY-BARONCOURT
20140,55159,DOMPCEVRIN
20141,55160,DOMPIERRE-AUX-BOIS
20142,55162,DOMREMY-LA-CANNE
20143,55163,DONCOURT-AUX-TEMPLIERS
20144,55165,DOULCON
20145,55166,DUGNY-SUR-MEUSE
20146,55167,DUN-SUR-MEUSE
20147,55168,DUZEY
20148,55169,ECOUVIEZ
20149,55170,ECUREY-EN-VERDUNOIS
20150,55171,EIX
20151,55172,LES EPARGES
20152,55173,EPIEZ-SUR-MEUSE
20153,55174,EPINONVILLE
20154,55175,ERIZE-LA-BRÃLÉE
20155,55177,ERIZE-LA-PETITE
20156,55178,ERIZE-SAINT-DIZIER
20157,55179,ERNEVILLE-AUX-BOIS
20158,55180,ESNES-EN-ARGONNE
20159,55181,ETAIN
20160,55182,ETON
20161,55183,ETRAYE
20162,55184,EUVILLE
20163,55185,EVRES
20164,55186,FAINS-VÉEL
20165,55188,FLASSIGNY
20166,55191,FOAMEIX-ORNEL
20167,55192,FONTAINES-SAINT-CLAIR
20168,55193,FORGES-SUR-MEUSE
20169,55194,FOUCAUCOURT-SUR-THABAS
20170,55195,FOUCHÈRES-AUX-BOIS
20171,55196,FRÉMERÉVILLE-SOUS-LES-CÔTES
20172,55197,FRESNES-AU-MONT
20173,55198,FRESNES-EN-WOÃVRE
20174,55199,FROIDOS
20175,55200,FROMERÉVILLE-LES-VALLONS
20176,55201,FROMEZEY
20177,55202,FUTEAU
20178,55204,GÉNICOURT-SUR-MEUSE
20179,55206,GERCOURT-ET-DRILLANCOURT
20180,55207,GÉRY
20181,55208,GESNES-EN-ARGONNE
20182,55210,GIMÉCOURT
20183,55211,GINCREY
20184,55212,GIRAUVOISIN
20185,55214,GIVRAUVAL
20186,55215,GONDRECOURT-LE-CHÂTEAU
